
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466, 0.00000, 0.00000, 0.00000, 0.00000, 0.09245,-0.00000, 0.99572, 0.36466,163.97693,1760.28927,2170.06435,-2.69056,-0.00000,-0.00000,
 0.10000,40.00000,-0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466,-0.00000, 0.00000, 0.00000, 0.00000, 0.09245,-0.00000, 0.99572, 0.36466,163.97693,1760.28927,2170.06435,-2.69056,-0.00000,-0.00000,
 0.20000,80.00000,-0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466,-0.00000, 0.00000, 0.00000, 0.00000, 0.09245,-0.00000, 0.99572, 0.36466,163.97693,1760.28927,2170.06435,-2.69056,-0.00000,-0.00000,
 0.30000,120.00000,-0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466,-0.00000, 0.00000, 0.00000, 0.00000, 0.09245,-0.00000, 0.99572, 0.36466,163.97693,1760.28927,2170.06435,-2.69056,-0.00000,-0.00000,
 0.40000,160.00000,-0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466,-0.00000, 0.00000, 0.00000, 0.00000, 0.09245, 0.00000, 0.99572, 0.36466,163.97693,1760.28927,2170.06435,-2.69056,-0.00000,-0.00000,
 0.50000,200.00000,-0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466,-0.00000, 0.00000, 0.00000, 0.00000, 0.09245, 0.00000, 0.99572, 0.36466,163.97693,1760.28927,2170.06435,-2.69056,-0.00000,-0.00000,
 0.60000,240.00000,-0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466,-0.00000, 0.00000, 0.00000, 0.00000, 0.09245, 0.00000, 0.99572, 0.36466,163.97693,1760.28927,2170.06435,-2.69056,-0.00000,-0.00000,
 0.70000,280.00000,-0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466,-0.00000, 0.00000, 0.00000, 0.00000, 0.09245, 0.00000, 0.99572, 0.36466,163.97693,1760.28927,2170.06435,-2.69056,-0.00000,-0.00000,
 0.80000,320.00000, 0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466,-0.00000, 0.00000, 0.00000, 0.00000, 0.09245, 0.00000, 0.99572, 0.36466,163.97693,1760.28927,2170.06435,-2.69056,-0.00000,-0.00000,
 0.90000,360.00000, 0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466,-0.00000, 0.00000, 0.00000, 0.00000, 0.09245, 0.00000, 0.99572, 0.36466,163.97693,1760.28927,2170.06435,-2.69056,-0.00000,-0.00000,
 1.00000,400.00000, 0.00000,5000.00000, 0.00000, 5.30466, 0.00000,400.00000, 5.30466,-0.00000, 0.00000, 0.00000, 0.00000, 0.09247, 0.00005, 0.99581, 0.36466,163.97693,1760.28927,2170.06435,-2.68527, 0.00529, 0.00529,
 1.10000,440.00026, 0.00122,5000.00209,-0.08655, 5.28047,-0.01526,400.00719, 5.27349, 0.01171,-2.17776,-0.62600,-0.39535, 0.09728, 0.01445, 1.01105, 0.36466,163.98281,1760.28913,2170.06435,-0.95517, 1.73539, 1.73539,
 1.20000,480.00174, 0.00610,5000.00817,-0.46701, 5.17010,-0.08519,400.02381, 5.16261, 0.05214,-5.27049,-1.57490,-1.01264, 0.09538, 0.01315, 0.98089, 0.36468,163.99641,1760.28873,2170.06435,-0.72566, 1.96490, 1.96490,
 1.30000,520.00536, 0.01245,5000.00927,-1.14503, 4.96590,-0.21442,400.05050, 4.97767, 0.12314,-7.98683,-2.45347,-1.61110, 0.09181, 0.00871, 0.93724, 0.36470,164.01829,1760.28866,2170.06435,-0.69522, 1.99534, 1.99534,
 1.40000,560.01239, 0.01546,4999.99140,-2.07733, 4.67631,-0.39578,400.09362, 4.73426, 0.22361,-10.29418,-3.21449,-2.15494, 0.08931, 0.00297, 0.88663, 0.36474,164.05373,1760.28984,2170.06435,-0.69118, 1.99938, 1.99938,
 1.50000,600.02476, 0.00898,4999.93817,-3.22639, 4.31098,-0.61984,400.15844, 4.44769, 0.35102,-12.29240,-3.85816,-2.63457, 0.08660,-0.00381, 0.83180, 0.36480,164.10717,1760.29335,2170.06435,-0.69064, 1.99992, 1.99992,
 1.60000,640.04466,-0.01390,4999.83158,-4.56431, 3.87934,-0.87624,400.24662, 4.13195, 0.50135,-14.06853,-4.38927,-3.04236, 0.08377,-0.01142, 0.77480, 0.36488,164.18003,1760.30037,2170.06435,-0.69057, 1.99999, 1.99999,
 1.70000,680.07429,-0.06042,4999.65268,-6.07068, 3.39048,-1.15409,400.35866, 3.79946, 0.66930,-15.68315,-4.81542,-3.37229, 0.08093,-0.01962, 0.71733, 0.36498,164.27284,1760.31217,2170.06435,-0.69056, 2.00000, 2.00000,
 1.80000,720.11575,-0.13785,4999.38200,-7.73016, 2.85321,-1.44240,400.49426, 3.46088, 0.84854,-17.17357,-5.14586,-3.62051, 0.07812,-0.02813, 0.66077, 0.36511,164.38548,1760.33001,2170.06435,-0.69056, 2.00000, 2.00000,
 1.90000,760.17090,-0.25316,4999.00005,-9.53053, 2.27605,-1.73037,400.65263, 3.12504, 1.03216,-18.55895,-5.39090,-3.78585, 0.07540,-0.03666, 0.60624, 0.36525,164.51740,1760.35519,2170.06435,-0.69056, 2.00000, 2.00000,
 2.00000,800.24137,-0.41282,4998.48762,-11.46113, 1.66725,-2.00777,400.83273, 2.79890, 1.21298,-19.84512,-5.56142,-3.87019, 0.07281,-0.04488, 0.55454, 0.36542,164.66790,1760.38898,2170.06435,-0.69056, 2.00000, 2.00000,
 2.10000,840.32848,-0.62264,4997.82613,-13.51181, 1.03474,-2.26526,401.03357, 2.48756, 1.38402,-21.02887,-5.66850,-3.87850, 0.07036,-0.05250, 0.50620, 0.36560,164.83624,1760.43259,2170.06435,-0.69056, 2.00000, 2.00000,
 2.20000,880.43325,-0.88760,4996.99777,-15.67218, 0.38616,-2.49471,401.25426, 2.19436, 1.53881,-22.10150,-5.72299,-3.81867, 0.06808,-0.05924, 0.46153, 0.36580,165.02183,1760.48720,2170.06435,-0.69056, 2.00000, 2.00000,
